Unnamed: 0,0,1,4,5,6,7,8,9,10,11
2017_1,633.06,939.86,831.33,1006.74,1600.75,1566.1,1683.69,912.96,1584.02,1062.52
2017_2,636.4,944.33,834.09,1010.86,1610.1,1574.75,1695.59,916.92,1595.19,1068.37
2017_3,639.82,948.77,838.85,1016.55,1620.93,1585.43,1708.03,920.86,1606.99,1074.71
2017_4,642.71,952.67,842.54,1021.46,1629.91,1594.88,1718.54,924.86,1616.83,1079.9
2017_5,643.98,956.55,844.04,1024.15,1638.36,1602.65,1725.34,927.96,1624.09,1083.19
2017_6,646.55,960.01,846.83,1028.18,1647.13,1611.35,1733.37,931.33,1631.77,1087.47
2017_7,649.19,964.04,849.67,1032.54,1655.88,1620.15,1741.96,935.13,1639.83,1092.71
2017_8,651.0,967.19,851.34,1035.08,1663.48,1627.84,1749.35,937.95,1647.41,1095.81
2017_9,654.3,971.84,856.14,1040.35,1673.31,1637.6,1761.86,942.95,1658.42,1102.55
2017_10,656.47,975.32,858.69,1044.49,1681.36,1645.59,1770.18,946.15,1666.68,1106.45
2017_11,658.89,979.39,861.26,1048.53,1690.4,1654.49,1778.02,949.88,1674.03,1111.26
2017_12,661.67,983.28,864.11,1052.32,1699.31,1663.9,1786.69,953.86,1682.81,1116.23
2018_1,663.69,987.11,868.26,1057.19,1710.49,1674.77,1797.69,961.42,1693.16,1120.79
2018_2,665.18,990.81,870.99,1061.77,1721.08,1684.84,1806.89,960.79,1702.23,1125.59
2018_3,669.41,995.34,876.11,1068.54,1733.73,1697.18,1822.56,965.41,1717.24,1132.74
2018_4,671.9,999.3,881.81,1079.07,1746.16,1715.56,1843.01,968.72,1736.14,1141.26
2018_5,672.77,1003.09,882.65,1077.66,1755.68,1718.26,1845.16,972.04,1738.02,1142.58
2018_6,674.75,1006.6,886.35,1083.1,1766.56,1729.91,1855.68,975.19,1748.68,1147.31
2018_7,676.89,1010.28,890.03,1088.24,1777.68,1740.85,1868.07,978.69,1760.73,1152.5
2018_8,678.72,1013.99,892.45,1092.27,1788.23,1751.21,1877.27,982.09,1769.92,1157.08
2018_9,680.66,1017.51,895.44,1096.65,1798.06,1761.6,1886.72,985.61,1778.84,1162.16
2018_10,682.55,1020.94,899.01,1101.36,1808.19,1771.14,1898.24,988.75,1789.54,1166.77
2018_11,684.54,1023.91,902.9,1106.48,1817.98,1781.25,1908.73,991.18,1799.63,1171.13
2018_12,686.24,1027.39,904.59,1109.97,1827.92,1791.55,1917.1,994.28,1807.87,1175.52
2019_1,685.87,1028.23,906.09,1110.64,1832.26,1795.36,1918.56,995.32,1815.79,1175.78
2019_2,688.14,1030.72,908.63,1114.7,1838.25,1802.07,1926.87,998.47,1817.66,1180.16
2019_3,688.96,1032.45,910.18,1116.7,1843.84,1807.19,1932.86,999.59,1823.29,1182.25
2019_4,690.45,1035.04,911.66,1119.49,1849.26,1812.69,1938.87,1001.38,1829.34,1185.58
2019_5,691.64,1036.68,913.09,1121.98,1854.24,1816.85,1942.74,1003.57,1832.83,1187.57
2019_6,692.32,1038.72,914.81,1123.26,1860.15,1822.44,1948.94,1004.81,1839.77,1189.5
2019_7,692.8,1039.83,915.58,1125.02,1864.39,1828.31,1953.07,1006.19,1843.44,1191.76
2019_8,694.94,1042.45,918.22,1128.31,1870.53,1833.99,1958.48,1009.01,1849.14,1195.28
2019_9,694.91,1043.93,919.13,1129.16,1874.13,1837.73,1962.11,1010.02,1852.9,1196.3
2019_10,696.39,1045.57,921.1,1131.96,1878.64,1842.08,1968.4,1011.89,1858.54,1199.03
2019_11,697.77,1047.79,923.08,1134.92,1884.56,1847.29,1973.97,1014.0,1864.5,1201.51
2019_12,698.17,1049.01,923.84,1135.75,1889.27,1852.81,1976.56,1017.03,1867.06,1203.37
2020_1,696.54,1046.6,922.55,1131.87,1882.51,1846.86,1971.86,1015.52,1865.75,1198.9
2020_2,693.67,1041.51,919.65,1128.15,1874.3,1837.6,1961.19,1008.14,1852.47,1194.55
2020_3,691.15,1038.44,918.34,1125.53,1868.03,1831.39,1955.9,1005.15,1847.87,1190.46
2020_4,689.25,1034.87,916.47,1122.3,1861.01,1827.47,1947.28,1001.74,1842.12,1187.32
2020_5,686.29,1030.95,914.36,1118.44,1853.27,1817.58,1938.84,997.83,1832.38,1181.54
2020_6,683.57,1027.22,911.86,1114.69,1846.11,1811.26,1931.26,993.99,1825.3,1177.12
2020_7,681.56,1023.94,910.76,1111.86,1839.5,1804.14,1925.98,991.16,1820.23,1173.43
2020_8,678.56,1019.52,907.51,1107.53,1831.18,1796.0,1915.9,986.9,1811.28,1168.1
2020_9,675.74,1015.61,904.91,1103.22,1823.53,1789.33,1906.4,983.08,1802.87,1163.32
2020_10,673.29,1011.38,902.59,1099.65,1815.21,1781.31,1898.62,979.49,1795.09,1158.54
2020_11,670.37,1006.88,899.78,1095.54,1806.62,1772.97,1889.43,975.11,1786.91,1153.32
2020_12,667.69,1002.94,897.66,1092.12,1799.47,1766.56,1881.55,971.2,1779.28,1148.9
2021_1,673.04,1011.77,903.85,1100.15,1816.17,1781.6,1895.68,980.16,1793.18,1158.16
2021_2,680.26,1020.1,912.04,1109.73,1832.41,1797.81,1913.93,991.01,1810.42,1168.51
2021_3,684.94,1028.94,920.24,1120.03,1850.63,1816.38,1934.3,996.45,1829.98,1179.45
2021_4,690.82,1037.08,926.76,1130.16,1865.99,1831.25,1950.08,1004.34,1844.8,1188.53
2021_5,695.42,1045.37,933.79,1136.82,1882.74,1847.55,1967.21,1012.11,1861.01,1198.1
2021_6,700.31,1052.5,939.4,1144.58,1896.69,1861.87,1980.35,1019.01,1874.69,1206.03
2021_7,705.82,1060.67,946.3,1153.06,1912.71,1877.66,1997.2,1027.14,1890.38,1215.87
2021_8,711.19,1068.45,954.71,1162.14,1928.18,1892.85,2015.25,1034.8,1907.23,1225.39
2021_9,715.79,1075.6,958.95,1168.66,1942.5,1906.87,2027.61,1041.31,1919.22,1233.56
2021_10,720.34,1082.58,965.88,1176.74,1956.66,1921.15,2042.26,1048.03,1933.53,1241.43
2021_11,725.16,1090.02,970.97,1183.9,1971.39,1935.41,2056.39,1055.23,1947.56,1249.68
2021_12,730.65,1097.31,977.81,1192.18,1985.25,1949.32,2071.06,1062.6,1961.58,1258.81
